date,cashtype,money,coffee_name,time_order,category_time
2024-07-20,card,23.0,Americano,10:39:21.044,Morning
2024-07-20,card,32.8,Latte,15:15:09.221,Afternoon
2024-07-21,card,32.8,Cocoa,10:30:55.818,Morning
2024-07-21,card,32.8,Cappuccino,11:39:28.776,Afternoon
2024-07-21,card,23.0,Cortado,13:34:30.849,Afternoon
2024-07-21,card,32.8,Latte,13:42:31.444,Afternoon
2024-07-22,card,23.0,Americano,08:13:23.147,Morning
2024-07-22,card,23.0,Americano,08:40:49.554,Morning
2024-07-22,card,27.9,Americano with Milk,10:15:37.266,Morning
2024-07-22,card,32.8,Latte,16:44:37.593,Afternoon
2024-07-23,card,32.8,Latte,08:12:56.229,Morning
2024-07-23,card,23.0,Americano,08:40:18.981,Morning
2024-07-23,card,27.9,Americano with Milk,08:44:53.816,Morning
2024-07-23,card,32.8,Cocoa,08:49:25.107,Morning
2024-07-23,card,32.8,Latte,08:51:10.365,Morning
2024-07-23,card,23.0,Americano,09:01:45.707,Morning
2024-07-23,card,27.9,Americano with Milk,10:03:36.492,Morning
2024-07-23,card,27.9,Americano with Milk,15:20:04.971,Afternoon
2024-07-23,card,32.8,Latte,15:21:01.28,Afternoon
2024-07-23,card,32.8,Latte,21:01:40.612,Night
2024-07-23,card,23.0,Americano,21:23:13.501,Night
2024-07-23,card,23.0,Americano,21:24:22.609,Night
2024-07-24,card,27.9,Americano with Milk,09:16:09.814,Morning
2024-07-24,card,27.9,Americano with Milk,09:38:55.007,Morning
2024-07-24,card,18.1,Espresso,09:54:37.456,Morning
2024-07-24,card,32.8,Cappuccino,11:43:53.121,Afternoon
2024-07-24,card,32.8,Latte,13:55:13.821,Afternoon
2024-07-24,card,18.1,Espresso,14:45:49.766,Afternoon
2024-07-24,card,32.8,Latte,15:18:30.522,Afternoon
2024-07-24,card,32.8,Cappuccino,19:15:05.678,Night
2024-07-24,card,32.8,Cappuccino,19:16:59.779,Night
2024-07-24,card,27.9,Americano with Milk,21:17:36.797,Night
2024-07-24,card,23.0,Americano,21:18:41.294,Night
2024-07-24,card,23.0,Americano,21:25:17.493,Night
2024-07-25,card,23.0,Americano,07:54:47.935,Morning
2024-07-25,card,32.8,Latte,08:49:18.428,Morning
2024-07-25,card,27.9,Americano with Milk,10:29:44.629,Morning
2024-07-25,card,23.0,Americano,11:26:04.701,Afternoon
2024-07-25,card,32.8,Cappuccino,15:25:06.512,Afternoon
2024-07-25,card,32.8,Cappuccino,19:21:00.764,Night
2024-07-25,card,23.0,Cortado,21:06:01.272,Night
2024-07-25,card,18.1,Espresso,21:06:50.002,Night
2024-07-25,card,23.0,Cortado,22:38:51.33,Night
2024-07-25,card,32.8,Cocoa,22:39:46.79,Night
2024-07-26,card,32.8,Latte,08:33:01.273,Morning
2024-07-26,card,27.9,Americano with Milk,09:19:37.376,Morning
2024-07-26,card,18.1,Espresso,09:20:34.344,Morning
2024-07-26,card,23.0,Cortado,09:33:11.511,Morning
2024-07-26,card,23.0,Cortado,09:34:16.633,Morning
2024-07-26,card,32.8,Latte,09:59:07.867,Morning
2024-07-26,card,32.8,Latte,10:00:02.719,Morning
2024-07-26,card,27.9,Americano with Milk,11:47:13.855,Afternoon
2024-07-26,card,27.9,Americano with Milk,12:07:01.67,Afternoon
2024-07-26,card,32.8,Cappuccino,12:28:08.044,Afternoon
2024-07-26,card,32.8,Cappuccino,12:29:17.708,Afternoon
2024-07-26,card,32.8,Latte,13:09:56.138,Afternoon
2024-07-26,card,23.0,Americano,17:23:29.347,Afternoon
2024-07-26,card,32.8,Cappuccino,17:58:29.217,Afternoon
2024-07-26,card,32.8,Latte,21:15:09.612,Night
2024-07-26,card,27.9,Americano with Milk,22:49:52.318,Night
2024-07-27,card,32.8,Cappuccino,09:09:16.457,Morning
2024-07-27,card,27.9,Americano with Milk,11:55:31.381,Afternoon
2024-07-27,card,27.9,Americano with Milk,12:25:10.115,Afternoon
2024-07-27,card,18.1,Espresso,12:26:13.159,Afternoon
2024-07-27,card,27.9,Americano with Milk,12:33:23.07,Afternoon
2024-07-27,card,18.1,Espresso,14:28:41.904,Afternoon
2024-07-27,card,32.8,Cappuccino,17:02:33.358,Afternoon
2024-07-27,card,32.8,Cappuccino,17:03:39.112,Afternoon
2024-07-27,card,27.9,Americano with Milk,17:09:00.424,Afternoon
2024-07-27,card,27.9,Americano with Milk,17:10:08.074,Afternoon
2024-07-27,card,32.8,Latte,20:55:20.175,Night
2024-07-27,card,32.8,Cappuccino,22:56:23.915,Night
2024-07-28,card,18.1,Espresso,11:07:25.92,Afternoon
2024-07-28,card,27.9,Americano with Milk,14:17:54.205,Afternoon
2024-07-28,card,32.8,Latte,14:18:52.196,Afternoon
2024-07-29,card,32.8,Latte,08:12:06.406,Morning
2024-07-29,card,23.0,Americano,09:04:47.972,Morning
2024-07-29,card,27.9,Americano with Milk,09:15:46.155,Morning
2024-07-29,card,23.0,Americano,09:19:44.082,Morning
2024-07-29,card,27.9,Americano with Milk,09:51:24.747,Morning
2024-07-29,card,32.8,Cappuccino,09:58:29.639,Morning
2024-07-29,card,32.8,Hot Chocolate,10:43:43.961,Morning
2024-07-29,card,32.8,Hot Chocolate,10:44:55.846,Morning
2024-07-29,card,32.8,Cappuccino,19:06:31.131,Night
2024-07-29,card,23.0,Americano,19:30:16.319,Night
2024-07-29,card,32.8,Cocoa,21:57:34.419,Night
2024-07-30,card,27.9,Americano with Milk,07:41:10.945,Morning
2024-07-30,card,23.0,Cortado,08:05:07.216,Morning
2024-07-30,card,32.8,Cappuccino,08:20:51.115,Morning
2024-07-30,card,27.9,Americano with Milk,09:13:43.217,Morning
2024-07-30,card,23.0,Cortado,10:17:11.147,Morning
2024-07-30,card,27.9,Americano with Milk,10:19:34.213,Morning
2024-07-30,card,32.8,Latte,10:23:20.12,Morning
2024-07-30,card,23.0,Americano,11:12:07.359,Afternoon
2024-07-30,card,18.1,Espresso,11:13:16.218,Afternoon
2024-07-30,card,27.9,Americano with Milk,11:14:41.678,Afternoon
2024-07-30,card,27.9,Americano with Milk,11:16:01.63,Afternoon
2024-07-30,card,27.9,Americano with Milk,11:30:34.737,Afternoon
2024-07-30,card,27.9,Americano with Milk,11:31:40.809,Afternoon
2024-07-30,card,32.8,Latte,12:08:07.508,Afternoon
2024-07-30,card,27.9,Americano with Milk,15:16:09.628,Afternoon
2024-07-30,card,23.0,Cortado,16:08:52.876,Afternoon
2024-07-30,card,27.9,Americano with Milk,16:09:43.627,Afternoon
2024-07-30,card,18.1,Espresso,20:24:19.874,Night
2024-07-30,card,27.9,Americano with Milk,20:53:51.866,Night
2024-07-30,card,27.9,Americano with Milk,20:54:46.316,Night
2024-07-30,card,27.9,Americano with Milk,20:57:02.324,Night
2024-07-30,card,32.8,Latte,21:33:19.198,Night
2024-07-30,card,23.0,Americano,22:15:21.484,Night
2024-07-30,card,32.8,Cappuccino,22:16:19.26,Night
2024-07-31,card,27.9,Americano with Milk,07:59:52.098,Morning
2024-07-31,card,27.9,Americano with Milk,08:37:41.943,Morning
2024-07-31,card,27.9,Americano with Milk,08:38:38.236,Morning
2024-07-31,card,23.0,Americano,09:54:45.315,Morning
2024-07-31,card,23.0,Americano,09:55:45.142,Morning
2024-07-31,card,27.9,Americano with Milk,09:58:15.863,Morning
2024-07-31,card,32.8,Cocoa,13:11:42.609,Afternoon
2024-07-31,card,32.8,Latte,13:14:00.286,Afternoon
2024-07-31,card,27.9,Americano with Milk,13:24:49.437,Afternoon
2024-07-31,card,23.0,Cortado,17:48:06.787,Afternoon
2024-07-31,card,32.8,Latte,18:04:14.972,Afternoon
2024-07-31,card,23.0,Cortado,19:22:38.883,Night
2024-07-31,card,32.8,Latte,19:28:45.141,Night
2024-07-31,card,32.8,Cocoa,20:46:42.418,Night
2024-07-31,card,23.0,Cortado,20:50:07.411,Night
2024-07-31,card,32.8,Latte,20:51:10.383,Night
2024-07-31,card,32.8,Cappuccino,20:52:14.802,Night
2024-07-31,card,23.0,Cortado,20:53:35.077,Night
2024-07-31,card,27.9,Americano with Milk,20:59:25.013,Night
2024-07-31,card,32.8,Latte,21:26:26,Night
2024-07-31,card,32.8,Latte,21:54:11.824,Night
2024-07-31,card,32.8,Latte,21:55:16.57,Night
2024-08-01,card,27.9,Americano with Milk,07:31:00.085,Morning
2024-08-01,card,27.9,Americano with Milk,09:25:20.06,Morning
2024-08-01,card,27.9,Americano with Milk,11:04:14.067,Afternoon
2024-08-01,card,27.9,Americano with Milk,11:22:46.369,Afternoon
2024-08-01,card,23.0,Cortado,13:22:46.601,Afternoon
2024-08-01,card,32.8,Cappuccino,13:23:37.314,Afternoon
2024-08-01,card,32.8,Cappuccino,13:49:07.265,Afternoon
2024-08-01,card,27.9,Americano with Milk,15:43:43.82,Afternoon
2024-08-01,card,27.9,Americano with Milk,16:24:00.663,Afternoon
2024-08-01,card,23.0,Americano,16:26:07.331,Afternoon
2024-08-01,card,23.0,Americano,17:23:35.238,Afternoon
2024-08-01,card,32.8,Cappuccino,20:41:28.118,Night
2024-08-02,card,27.9,Americano with Milk,09:01:54.165,Morning
2024-08-02,card,27.9,Americano with Milk,09:35:02.899,Morning
2024-08-02,card,23.0,Cortado,11:09:19.465,Afternoon
2024-08-02,card,27.9,Americano with Milk,18:08:35.282,Afternoon
2024-08-02,card,32.8,Latte,21:23:04.359,Night
2024-08-03,card,27.9,Americano with Milk,08:53:46.651,Morning
2024-08-03,card,27.9,Americano with Milk,09:37:19.213,Morning
2024-08-03,card,27.9,Americano with Milk,09:38:41.01,Morning
2024-08-03,card,27.9,Americano with Milk,10:12:25.65,Morning
2024-08-03,card,23.0,Cortado,11:20:26.571,Afternoon
2024-08-03,card,23.0,Cortado,11:21:22,Afternoon
2024-08-03,card,18.1,Espresso,11:56:36.628,Afternoon
2024-08-03,card,27.9,Americano with Milk,11:57:31.273,Afternoon
2024-08-03,card,27.9,Americano with Milk,12:03:35.777,Afternoon
2024-08-03,card,27.9,Americano with Milk,16:53:59.927,Afternoon
2024-08-03,card,32.8,Cappuccino,18:38:42.026,Afternoon
2024-08-03,card,32.8,Latte,21:30:48.958,Night
2024-08-03,card,32.8,Latte,21:33:06.265,Night
2024-08-04,card,32.8,Cappuccino,08:18:37.314,Morning
2024-08-04,card,27.9,Americano with Milk,10:37:51.103,Morning
2024-08-04,card,32.8,Cappuccino,11:50:54.603,Afternoon
2024-08-04,card,27.9,Americano with Milk,11:52:33.017,Afternoon
2024-08-04,card,32.8,Cappuccino,15:33:52.137,Afternoon
2024-08-04,card,32.8,Cappuccino,15:35:05.906,Afternoon
2024-08-05,card,23.0,Cortado,08:50:05.753,Morning
2024-08-05,card,27.9,Americano with Milk,09:19:19.176,Morning
2024-08-05,card,23.0,Cortado,11:20:47.444,Afternoon
2024-08-05,card,32.8,Cappuccino,13:45:22.454,Afternoon
2024-08-05,card,32.8,Latte,16:05:57.738,Afternoon
2024-08-05,card,32.8,Latte,16:07:18.837,Afternoon
2024-08-05,card,32.8,Latte,17:44:24.506,Afternoon
2024-08-05,card,27.9,Americano with Milk,17:45:32.117,Afternoon
2024-08-05,card,32.8,Latte,19:20:02.677,Night
2024-08-05,card,32.8,Latte,19:34:51.484,Night
2024-08-05,card,32.8,Cocoa,20:49:30.945,Night
2024-08-05,card,32.8,Cocoa,20:50:21.919,Night
2024-08-05,card,27.9,Americano with Milk,22:43:48.193,Night
2024-08-06,card,23.0,Cortado,10:21:03.32,Morning
2024-08-06,card,32.8,Hot Chocolate,10:32:32.335,Morning
2024-08-06,card,32.8,Cappuccino,17:40:49.201,Afternoon
2024-08-06,card,32.8,Latte,17:42:52.7,Afternoon
2024-08-06,card,32.8,Cocoa,17:44:05.067,Afternoon
2024-08-06,card,32.8,Latte,19:04:04.544,Night
2024-08-06,card,27.9,Americano with Milk,19:05:23.11,Night
2024-08-06,card,32.8,Latte,20:04:27.133,Night
2024-08-07,card,27.9,Americano with Milk,08:55:48.455,Morning
2024-08-07,card,23.0,Americano,12:12:26.8,Afternoon
2024-08-07,card,23.0,Americano,12:13:40.664,Afternoon
2024-08-07,card,18.1,Espresso,13:11:16.155,Afternoon
2024-08-07,card,23.0,Americano,16:19:01.657,Afternoon
2024-08-07,card,32.8,Latte,19:36:22.739,Night
2024-08-07,card,32.8,Cocoa,20:40:09.281,Night
2024-08-07,card,32.8,Cappuccino,21:18:11.99,Night
2024-08-07,card,32.8,Latte,22:28:56.686,Night
2024-08-07,card,32.8,Latte,22:32:15.971,Night
2024-08-08,card,18.1,Espresso,08:46:36.204,Morning
2024-08-08,card,23.0,Cortado,08:47:28.686,Morning
2024-08-08,card,27.9,Americano with Milk,12:27:05.373,Afternoon
2024-08-08,card,23.0,Cortado,12:43:19.558,Afternoon
2024-08-08,card,23.0,Cortado,12:44:14.953,Afternoon
2024-08-08,card,32.8,Cappuccino,16:57:53.266,Afternoon
2024-08-08,card,32.8,Cappuccino,17:17:51.749,Afternoon
2024-08-08,card,27.9,Americano with Milk,21:25:59.265,Night
2024-08-09,card,32.8,Latte,07:35:22.34,Morning
2024-08-09,card,23.0,Americano,09:53:34.553,Morning
2024-08-09,card,23.0,Cortado,10:13:07.537,Morning
2024-08-09,card,27.9,Americano with Milk,10:26:47.174,Morning
2024-08-09,card,32.8,Latte,11:28:08.722,Afternoon
2024-08-09,card,23.0,Americano,11:29:48.682,Afternoon
2024-08-09,card,23.0,Americano,18:56:27.712,Afternoon
2024-08-09,card,32.8,Hot Chocolate,19:03:06.611,Night
2024-08-10,card,32.8,Cappuccino,08:36:44.628,Morning
2024-08-10,card,27.9,Americano with Milk,08:37:57.069,Morning
2024-08-10,card,23.0,Cortado,08:45:09.019,Morning
2024-08-10,card,23.0,Cortado,11:52:33.836,Afternoon
2024-08-10,card,23.0,Americano,11:54:23.534,Afternoon
2024-08-10,card,32.8,Latte,12:15:10.927,Afternoon
2024-08-10,card,27.9,Americano with Milk,12:33:12.454,Afternoon
2024-08-10,card,32.8,Latte,16:06:12.085,Afternoon
2024-08-10,card,32.8,Cocoa,21:16:48.562,Night
2024-08-10,card,32.8,Cocoa,21:17:41.087,Night
2024-08-10,card,32.8,Cocoa,21:37:41.517,Night
2024-08-11,card,32.8,Latte,09:52:36.59,Morning
2024-08-11,card,32.8,Latte,09:53:43.564,Morning
2024-08-11,card,27.9,Americano with Milk,10:17:23.636,Morning
2024-08-11,card,32.8,Cappuccino,11:56:41.144,Afternoon
2024-08-11,card,27.9,Americano with Milk,11:57:41.269,Afternoon
2024-08-11,card,23.0,Cortado,12:20:19.57,Afternoon
2024-08-11,card,32.8,Latte,15:53:51.552,Afternoon
2024-08-11,card,27.9,Americano with Milk,15:55:14.853,Afternoon
2024-08-11,card,32.8,Cocoa,15:56:27.697,Afternoon
2024-08-11,card,32.8,Cappuccino,16:27:35.126,Afternoon
2024-08-11,card,18.1,Espresso,16:28:38.296,Afternoon
2024-08-11,card,23.0,Cortado,21:30:32.549,Night
2024-08-11,card,32.8,Latte,21:41:09.07,Night
2024-08-11,card,32.8,Latte,21:43:10.108,Night
2024-08-11,card,32.8,Cappuccino,22:39:29.913,Night
2024-08-12,card,32.8,Hot Chocolate,08:26:19.458,Morning
2024-08-12,card,27.9,Americano with Milk,11:15:04.771,Afternoon
2024-08-12,card,23.0,Americano,11:19:29.513,Afternoon
2024-08-12,card,32.8,Latte,11:20:23.64,Afternoon
2024-08-12,card,32.8,Latte,11:44:28.384,Afternoon
2024-08-12,card,18.1,Espresso,14:04:03.399,Afternoon
2024-08-12,card,27.9,Americano with Milk,14:05:06.931,Afternoon
2024-08-12,card,27.9,Americano with Milk,15:33:33.11,Afternoon
2024-08-12,card,27.9,Americano with Milk,18:05:04.83,Afternoon
2024-08-12,card,27.9,Americano with Milk,21:25:49.351,Night
2024-08-12,card,32.8,Latte,21:37:38.041,Night
2024-08-12,card,32.8,Cappuccino,22:58:20.072,Night
2024-08-12,card,32.8,Cappuccino,22:59:18.544,Night
2024-08-13,card,27.9,Americano with Milk,08:44:30.187,Morning
2024-08-13,card,27.9,Americano with Milk,09:14:21.598,Morning
2024-08-13,card,27.9,Americano with Milk,09:45:56.37,Morning
2024-08-13,card,23.0,Cortado,10:42:08.773,Morning
2024-08-13,card,32.8,Latte,11:59:47.612,Afternoon
2024-08-13,card,27.9,Americano with Milk,13:01:41.487,Afternoon
2024-08-13,card,32.8,Latte,14:45:39.689,Afternoon
2024-08-13,card,32.8,Cappuccino,15:47:56.703,Afternoon
2024-08-13,card,27.9,Americano with Milk,15:55:29.579,Afternoon
2024-08-13,card,32.8,Latte,20:29:34.531,Night
2024-08-13,card,32.8,Cocoa,20:30:37.15,Night
2024-08-13,card,32.8,Cappuccino,20:44:22.991,Night
2024-08-14,card,32.8,Latte,07:35:48.103,Morning
2024-08-14,card,32.8,Cappuccino,07:36:55.599,Morning
2024-08-14,card,23.0,Cortado,10:09:29.125,Morning
2024-08-14,card,18.1,Espresso,11:39:07.882,Afternoon
2024-08-14,card,23.0,Americano,12:49:16.951,Afternoon
2024-08-14,card,23.0,Americano,12:51:04.87,Afternoon
2024-08-14,card,32.8,Latte,15:21:27.26,Afternoon
2024-08-14,card,23.0,Americano,17:24:22.788,Afternoon
2024-08-14,card,23.0,Cortado,18:10:03.723,Afternoon
2024-08-14,card,27.9,Americano with Milk,18:59:18.279,Afternoon
2024-08-14,card,32.8,Latte,19:34:51.731,Night
2024-08-14,card,23.0,Cortado,19:35:48.545,Night
2024-08-14,card,32.8,Latte,21:41:33.021,Night
2024-08-15,card,23.0,Cortado,09:36:11.153,Morning
2024-08-15,card,32.8,Cappuccino,09:37:02.172,Morning
2024-08-15,card,32.8,Hot Chocolate,09:38:04.903,Morning
2024-08-15,card,32.8,Latte,09:38:49.735,Morning
2024-08-15,card,32.8,Latte,12:38:37.563,Afternoon
2024-08-15,card,32.8,Latte,13:48:13.601,Afternoon
2024-08-15,card,23.0,Americano,14:17:48.183,Afternoon
2024-08-15,card,18.1,Espresso,14:18:50.777,Afternoon
2024-08-15,card,27.9,Americano with Milk,17:53:52.225,Afternoon
2024-08-15,card,32.8,Hot Chocolate,19:10:58.222,Night
2024-08-15,card,27.9,Americano with Milk,19:11:54.036,Night
2024-08-15,card,27.9,Americano with Milk,19:41:30.244,Night
2024-08-15,card,23.0,Americano,19:42:37.987,Night
2024-08-15,card,32.8,Cappuccino,20:40:41.516,Night
2024-08-15,card,18.1,Espresso,21:35:20.08,Night
2024-08-15,card,27.9,Americano with Milk,21:36:11.033,Night
2024-08-16,card,32.8,Latte,12:29:16.732,Afternoon
2024-08-16,card,23.0,Americano,12:54:17.452,Afternoon
2024-08-16,card,27.9,Americano with Milk,13:36:12.798,Afternoon
2024-08-16,card,18.1,Espresso,15:18:51.737,Afternoon
2024-08-16,card,18.1,Espresso,15:19:39.274,Afternoon
2024-08-17,card,27.9,Americano with Milk,09:16:53.491,Morning
2024-08-17,card,32.8,Cappuccino,09:18:08.983,Morning
2024-08-17,card,27.9,Americano with Milk,10:53:41.327,Morning
2024-08-17,card,23.0,Cortado,11:58:41.649,Afternoon
2024-08-17,card,23.0,Cortado,11:59:28.298,Afternoon
2024-08-17,card,27.9,Americano with Milk,13:18:40.184,Afternoon
2024-08-17,card,23.0,Cortado,16:31:54.837,Afternoon
2024-08-17,card,32.8,Latte,16:33:48.977,Afternoon
2024-08-17,card,32.8,Cappuccino,18:48:58.852,Afternoon
2024-08-17,card,27.9,Americano with Milk,21:18:56.806,Night
2024-08-17,card,32.8,Latte,22:42:39.351,Night
2024-08-18,card,32.8,Cappuccino,08:09:42.601,Morning
2024-08-18,card,32.8,Cappuccino,08:32:05.597,Morning
2024-08-18,card,23.0,Cortado,08:41:06.249,Morning
2024-08-18,card,27.9,Americano with Milk,08:56:01.292,Morning
2024-08-18,card,32.8,Cappuccino,12:31:40.892,Afternoon
2024-08-18,card,27.9,Americano with Milk,14:30:21.605,Afternoon
2024-08-18,card,27.9,Americano with Milk,18:24:10.776,Afternoon
2024-08-18,card,27.9,Americano with Milk,18:26:03.786,Afternoon
2024-08-18,card,23.0,Americano,18:27:17.553,Afternoon
2024-08-18,card,23.0,Americano,18:28:13.069,Afternoon
2024-08-19,card,27.9,Americano with Milk,15:09:48.982,Afternoon
2024-08-19,card,27.9,Americano with Milk,15:10:51.212,Afternoon
2024-08-19,card,32.8,Latte,21:21:12.081,Night
2024-08-19,card,32.8,Cocoa,21:31:57.036,Night
2024-08-20,card,23.0,Cortado,08:27:16.408,Morning
2024-08-20,card,32.8,Latte,08:29:14.916,Morning
2024-08-20,card,18.1,Espresso,08:49:47.474,Morning
2024-08-20,card,23.0,Cortado,08:50:36.343,Morning
2024-08-20,card,27.9,Americano with Milk,09:14:54.885,Morning
2024-08-20,card,23.0,Americano,11:09:55.575,Afternoon
2024-08-20,card,23.0,Americano,11:11:39.083,Afternoon
2024-08-20,card,23.0,Americano,11:12:31.181,Afternoon
2024-08-20,card,32.8,Latte,11:42:20,Afternoon
2024-08-20,card,32.8,Latte,20:42:40.873,Night
2024-08-20,card,32.8,Latte,20:44:14.852,Night
2024-08-20,card,32.8,Latte,20:45:12.346,Night
2024-08-20,card,32.8,Latte,20:46:03.989,Night
2024-08-21,card,27.9,Americano with Milk,07:59:13.098,Morning
2024-08-21,card,23.0,Cortado,08:40:27.393,Morning
2024-08-21,card,23.0,Americano,10:13:32.404,Morning
2024-08-21,card,27.9,Americano with Milk,10:38:44.527,Morning
2024-08-21,card,23.0,Cortado,11:51:41.439,Afternoon
2024-08-21,card,32.8,Latte,13:17:10.75,Afternoon
2024-08-21,card,32.8,Latte,19:42:03.523,Night
2024-08-22,card,23.0,Cortado,09:22:26.297,Morning
2024-08-22,card,27.9,Americano with Milk,10:09:23.47,Morning
2024-08-22,card,27.9,Americano with Milk,10:47:59.356,Morning
2024-08-22,card,32.8,Latte,14:16:12.066,Afternoon
2024-08-22,card,32.8,Latte,14:26:58.298,Afternoon
2024-08-22,card,32.8,Cappuccino,15:07:07.427,Afternoon
2024-08-22,card,23.0,Americano,15:27:27.317,Afternoon
2024-08-23,card,32.8,Latte,07:43:16.127,Morning
2024-08-23,card,23.0,Cortado,08:21:48.054,Morning
2024-08-23,card,32.8,Latte,08:22:56.567,Morning
2024-08-23,card,23.0,Americano,08:33:38.712,Morning
2024-08-23,card,23.0,Americano,08:34:35.002,Morning
2024-08-23,card,27.9,Americano with Milk,09:14:52.024,Morning
2024-08-23,card,32.8,Cocoa,10:10:58.704,Morning
2024-08-23,card,23.0,Americano,10:11:55.469,Morning
2024-08-23,card,23.0,Cortado,10:39:12.279,Morning
2024-08-23,card,32.8,Hot Chocolate,11:12:59.387,Afternoon
2024-08-23,card,23.0,Americano,13:24:54.748,Afternoon
2024-08-23,card,23.0,Americano,15:28:52.779,Afternoon
2024-08-23,card,32.8,Latte,19:48:02.807,Night
2024-08-24,card,23.0,Cortado,08:13:42.27,Morning
2024-08-24,card,23.0,Cortado,08:14:47.637,Morning
2024-08-24,card,23.0,Cortado,08:44:11.575,Morning
2024-08-24,card,18.1,Espresso,10:18:09.485,Morning
2024-08-24,card,18.1,Espresso,10:18:52.263,Morning
2024-08-24,card,23.0,Americano,10:19:49.243,Morning
2024-08-25,card,23.0,Cortado,08:14:37.382,Morning
2024-08-25,card,23.0,Americano,08:26:27.671,Morning
2024-08-25,card,23.0,Americano,08:27:36.405,Morning
2024-08-25,card,32.8,Cappuccino,09:24:22.265,Morning
2024-08-25,card,32.8,Cappuccino,12:41:42.703,Afternoon
2024-08-25,card,32.8,Latte,14:53:02.699,Afternoon
2024-08-26,card,23.0,Cortado,08:11:47.295,Morning
2024-08-26,card,23.0,Americano,08:16:09.611,Morning
2024-08-26,card,23.0,Americano,08:17:23.209,Morning
2024-08-26,card,27.9,Americano with Milk,09:21:36.706,Morning
2024-08-26,card,32.8,Latte,10:37:44.464,Morning
2024-08-26,card,32.8,Cappuccino,10:38:49.037,Morning
2024-08-26,card,23.0,Americano,12:45:13.158,Afternoon
2024-08-26,card,23.0,Americano,12:46:23.644,Afternoon
2024-08-26,card,27.9,Americano with Milk,18:53:27.79,Afternoon
2024-08-26,card,32.8,Latte,18:54:31.291,Afternoon
2024-08-26,card,27.9,Americano with Milk,22:55:39.905,Night
2024-08-27,card,32.8,Latte,10:04:04.563,Morning
2024-08-28,card,27.9,Americano with Milk,12:08:18.772,Afternoon
2024-08-28,card,32.8,Cappuccino,12:10:04.139,Afternoon
2024-08-28,card,23.0,Americano,12:35:06.944,Afternoon
2024-08-28,card,27.9,Americano with Milk,13:48:35.199,Afternoon
2024-08-29,card,23.0,Americano,07:29:30.319,Morning
2024-08-30,card,32.8,Latte,17:13:30.487,Afternoon
2024-08-30,card,27.9,Americano with Milk,17:14:32.791,Afternoon
2024-08-30,card,27.9,Americano with Milk,17:15:35.449,Afternoon
2024-08-31,card,23.0,Cortado,09:08:32.487,Morning
2024-08-31,card,27.9,Americano with Milk,10:02:08.193,Morning
2024-08-31,card,18.1,Espresso,10:22:26.877,Morning
2024-08-31,card,27.9,Americano with Milk,11:29:54.571,Afternoon
2024-08-31,card,23.0,Cortado,11:33:39.916,Afternoon
2024-08-31,card,23.0,Cortado,11:34:32.934,Afternoon
2024-09-01,card,23.0,Cortado,09:34:15.229,Morning
2024-09-01,card,32.8,Cappuccino,12:11:24.745,Afternoon
2024-09-01,card,27.9,Americano with Milk,12:30:08.62,Afternoon
2024-09-01,card,23.0,Americano,12:32:22.007,Afternoon
2024-09-01,card,27.9,Americano with Milk,12:50:17.448,Afternoon
2024-09-01,card,32.8,Latte,13:57:33.948,Afternoon
2024-09-01,card,27.9,Americano with Milk,14:44:04.027,Afternoon
2024-09-01,card,32.8,Latte,17:20:46.327,Afternoon
2024-09-01,card,32.8,Latte,17:23:13.869,Afternoon
2024-09-01,card,32.8,Latte,17:24:49.689,Afternoon
2024-09-02,card,32.8,Latte,08:24:39.805,Morning
2024-09-02,card,27.9,Americano with Milk,08:50:17.646,Morning
2024-09-02,card,32.8,Latte,08:51:33.148,Morning
2024-09-02,card,27.9,Americano with Milk,14:58:47.143,Afternoon
2024-09-02,card,32.8,Cappuccino,20:09:43.923,Night
2024-09-02,card,32.8,Cocoa,20:11:17.936,Night
2024-09-02,card,23.0,Americano,20:52:31.984,Night
2024-09-02,card,23.0,Americano,20:53:29.09,Night
2024-09-03,card,32.8,Cocoa,08:22:15.368,Morning
2024-09-03,card,32.8,Cappuccino,08:28:12.43,Morning
2024-09-03,card,32.8,Latte,08:41:11.698,Morning
2024-09-03,card,27.9,Americano with Milk,09:03:12.473,Morning
2024-09-03,card,32.8,Cappuccino,09:04:11.75,Morning
2024-09-03,card,32.8,Cocoa,09:12:48.154,Morning
2024-09-03,card,32.8,Cocoa,09:13:33.655,Morning
2024-09-03,card,27.9,Americano with Milk,09:17:02.21,Morning
2024-09-03,card,27.9,Americano with Milk,09:20:17.17,Morning
2024-09-03,card,32.8,Latte,09:37:52.322,Morning
2024-09-03,card,32.8,Cocoa,09:38:56.399,Morning
2024-09-03,card,23.0,Cortado,12:56:53.409,Afternoon
2024-09-03,card,27.9,Americano with Milk,14:14:51.711,Afternoon
2024-09-03,card,27.9,Americano with Milk,14:16:17.337,Afternoon
2024-09-03,card,27.9,Americano with Milk,18:48:34.747,Afternoon
2024-09-03,card,32.8,Latte,19:11:12.312,Night
2024-09-03,card,27.9,Americano with Milk,19:17:13.808,Night
2024-09-04,card,27.9,Americano with Milk,11:11:21.574,Afternoon
2024-09-04,card,32.8,Latte,11:33:36.598,Afternoon
2024-09-04,card,23.0,Americano,11:48:03.543,Afternoon
2024-09-04,card,27.9,Americano with Milk,11:55:34.487,Afternoon
2024-09-04,card,32.8,Latte,12:53:31.32,Afternoon
